Department,Department Name,Division,Gender,Base Salary,2024 Overtime Pay,2024 Longevity Pay,Grade
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,64638.89,0,0,18
POL,Department of Police,POL 47 MSB Training and Education Division,M,28289.4,0,0,10
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,22094.01,0,0,8
FRS,Fire and Rescue Services,FRS 45 EMS Billing,F,86862.99,0,0,21
FIN,Department of Finance,FIN 32 Grants Accounting,F,108678.5,0,0,21
FIN,Department of Finance,FIN 32 General Accounting,F,116541.54,0,0,23
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,93638.23,0,0,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,163713.48,0,0,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,108366.8,0,0,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,106339.27,0,0,24
FIN,Department of Finance,FIN 32 General Accounting,M,113978.94,0,0,23
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,68081.23,0,0,N20
HCA,Department of Housing and Community Affairs,HCA 76 Common Ownership Community Program,M,136266.32,0,0,M3
SHF,Sheriff's Office,SHF 48 Sheriff Domestic Violence,F,82424.27,8520.16,0,16
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Community Engagement (GF),M,136188,0,0,26
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,62917.74,0,0,13
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,55713,2374.12,0,C5
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,95458,0,0,18
REC,Department of Recreation,REC 72 Business Services,M,99635.91,0,0,N25
REC,Department of Recreation,REC 72 Aquatic Team Management,M,89930.14,645.78,0,21
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,70376.11,0,0,18
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,60641.79,0,0,16
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,23435.38,0,0,10
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,39.25,0,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Telephone Reporting Section,F,62630.88,6953.13,0,18
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,73129.98,0,0,21
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,85292.87,0,0,N23
DHS,Office of Emergency Management and Homeland Security,DHS 49 Operations and Training,F,116273.83,1040.97,0,26
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,68990.18,0,0,13
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,64592,29565.09,0,C4
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,70376.11,388.54,0,18
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,108899,0,0,21
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Change Management,F,133485.47,0,0,N27
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,M,34495.09,0,0,13
FRS,Fire and Rescue Services,FRS 45 Fleet Operations,M,96275.22,4122.77,0,20
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,75539.61,0,0,21
OGM,Office of Grants Management,OGM 27 Office of Grants Management,F,106092.17,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,100898.09,0,0,24
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,64592,45046.89,0,C4
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,95619.85,0,0,N23
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,77031.28,0,0,N17
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,64592,63847.33,0,C4
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,86743.82,0,0,23
FIN,Department of Finance,FIN 32 Tax Operations,M,72097.28,2747.4,0,16
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,31315.44,0,0,18
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,76986,0,0,13
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,60049.13,30343.47,0,9
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,64952,22658.89,0,C4
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,67316.24,0,0,18
POL,Department of Police,POL 47 MSB Management and Budget Division Vehicle Recovery Section,F,65212.62,5042.56,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,81933.47,0,0,24
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,64592,59455.67,0,C4
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,113837,0,0,N22
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,61968.71,0,0,13
PRO,Office of Procurement,PRO 35 Procurement Division,F,115407.71,0,0,25
CCL,County Council,CCL 01 Council Central Staff,F,85771.42,0,0,N21
HCA,Department of Housing and Community Affairs,HCA 76 Housing Code Enforcement,M,91030.09,5953.58,0,21
REC,Department of Recreation,REC 72 Facilities Division,M,59933.86,0,0,18
DOT,Department of Transportation,DOT 50 Transit Management Services,M,100156.85,0,0,N23
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,103153.97,0,0,24
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,108899,0,0,21
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,162924.51,0,0,M3
HCA,Department of Housing and Community Affairs,HCA 76 Housing Code Enforcement,M,91297.78,4683.28,0,21
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,95498.22,0,0,24
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,63491.45,2575.46,0,14
FRS,Fire and Rescue Services,FRS 45 Procurement,F,99062.19,0,0,23
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,68654.95,0,0,18
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,80714.58,83.56,0,18
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,95498.22,0,0,24
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,80714.58,111.41,0,18
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,80714.58,83.56,0,18
POL,Department of Police,POL 47 PSB 5th District Patrol,M,69157,6367.81,0,P2
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,27871.86,0,0,13
DOT,Department of Transportation,DOT 50 Sign and Marking Shop,M,62344.01,10434.38,0,12
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,94329.56,634.71,0,24
OAG,Office of Agriculture,OAG 78 Soil Conservation,M,142495,0,0,N27
CUS,Community Use of Public Facilities,CUS 70 Silver Spring Civic Building,F,88786.03,194.96,0,N21
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,40136.88,129.58,0,12
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,95884.01,0,0,24
REC,Department of Recreation,REC 72 Aquatic Team Management,M,78675.91,8416.04,0,21
POL,Department of Police,POL 47 PSB 4th District Patrol,M,69157,14119.36,0,P2
NDA,Non-Departmental Account,NDA 99 MCERP,M,217359,0,0,M1
LIB,Department of Public Libraries,LIB 71 White Oak Library,M,26674.04,0,0,13
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,50812.99,78.84,0,15
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,71054.82,0,0,16
DOT,Department of Transportation,DOT 50 Highway Services,M,56003.43,8654.91,0,15
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,80714.58,111.41,0,18
ABS,Alcohol Beverage Services,ABS 85 Clarksburg Village,M,40140.49,64.78,0,12
FIN,Department of Finance,FIN 32 Accounts Receivable,M,93324.97,0,0,N18
DOT,Department of Transportation,DOT 50 Sign and Marking Shop,M,62344.01,737.04,0,12
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,64638.89,0,0,18
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,M,68698.35,0,0,20
DOT,Department of Transportation,DOT 50 Highway Services,M,43525,1435.68,0,15
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,66933.79,1225.94,0,N19
CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,F,116273.83,0,0,N25
POL,Department of Police,POL 47 PSB 4th District Patrol,F,69157,6569.28,0,P2
POL,Department of Police,POL 47 MSB Communications Division,F,67501.52,7977.82,0,19
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,82854.58,0,0,21
ABS,Alcohol Beverage Services,ABS 85 Downtown Rockville,M,40136.88,982.11,0,12
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,109350.17,0,0,N25
HCA,Department of Housing and Community Affairs,HCA 76 Human Resources,M,128062.99,0,0,N28
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,25976.97,0,0,13
REC,Department of Recreation,REC 72 Business Services,M,102504.51,0,0,23
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,55713,1379.2,0,C5
ABS,Alcohol Beverage Services,ABS 85 Cabin John,M,25085.55,2138.65,0,12
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,95498.22,0,0,24
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO One Face Forward Initiative,M,186124,0,0,N34
COR,Correction and Rehabilitation,COR 42 DS Health Services,F,97697.25,0,0,24
ABS,Alcohol Beverage Services,ABS 85 Darnestown,F,40136.88,137.76,0,12
DOT,Department of Transportation,DOT 50 Transportation System Engineering,M,71733.89,6704.47,0,17
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113978.94,0,0,N23
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,64592,77582.57,0,C4
CCL,County Council,CCL 01 Council Central Staff,F,88445.48,0,0,N20
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,93638.23,0,0,24
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,93638.23,497.68,0,24
DPS,Department of Permitting Services,DPS 75 Land Development Sediment Stormwater Plan Review,M,128895.7,0,0,26
DOT,Department of Transportation,DOT 50 Parking Management Parking Operations,M,71278.01,0,0,15
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,83533.43,4314.22,0,18
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0,0,16
DOT,Department of Transportation,DOT 50 Highway Services,M,56517.87,9623.07,0,15
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,94412.48,0,0,24
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,119032,0,0,23
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,64592,30184.94,0,C4
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,93638.23,0,0,24
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,102914.6,0,0,23
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,31315.17,0,0,18
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,79552.98,258.17,0,21
ABS,Alcohol Beverage Services,ABS 85 Downtown Rockville,M,23306.13,0,0,12
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74834.68,0,0,16
LIB,Department of Public Libraries,LIB 71 Deaf Culture Digital Library,M,95276.28,0,0,18
COR,Correction and Rehabilitation,COR 42 DS Health Services,F,73818.44,2368.2,0,16
DOT,Department of Transportation,DOT 50 Highway Services,M,59343.42,10658.95,0,16
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,64592,76142.19,0,C4
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,M,71564.75,493.89,0,18
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0,0,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,119716.16,0,0,26
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,55786.38,0,0,13
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,64592,43243.47,0,C4
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,23435.38,0,0,10
DOT,Department of Transportation,DOT 50 Transit Management Services,F,102504.51,0,0,25
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,M,43147.73,0,0,13
PIO,Office of Public Information,PIO 23 Information,F,91030.09,0,0,N21
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,87385.74,0,0,24
DOT,Department of Transportation,DOT 50 Transit COS Marketing,F,108899,0,0,21
REC,Department of Recreation,REC 72 Facilities Division,M,81200.28,351.36,0,21
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,71564.75,0,0,18
COR,Correction and Rehabilitation,COR 42 DS Food Services,F,81850.54,219.36,0,23
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,68283.07,0,0,19
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,64592,40048.42,0,C4
REC,Department of Recreation,REC 72 Facilities Division,M,81200.29,95.58,0,21
FIN,Department of Finance,FIN 32 Division of the Controller,F,206348.1,0,0,M1
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,M,31315.44,0,0,18
DPS,Department of Permitting Services,DPS 75 Customer Support,F,56606.79,37.87,0,15
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,76986,12565.74,0,13
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,33696.38,0,0,18
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,102504.51,0,0,N25
DPS,Department of Permitting Services,DPS 75 Customer Support,F,68081.23,419.27,0,15
PRO,Office of Procurement,PRO 35 Procurement Operations Section,F,71102.79,0,0,18
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,71523.55,0,0,18
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,200000,0,0,EX3
LIB,Department of Public Libraries,LIB 71 Davis Library,F,50197.02,0,0,13
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,65134,12129.72,0,9
REC,Department of Recreation,REC 72 Facilities Division,M,68081.23,0,0,18
CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,M,102504.51,0,0,N25
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,93638.23,0,0,24
DPS,Department of Permitting Services,DPS 75 Land Development Right-of-Way Inspection,M,102504.51,0,0,21
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,94472.41,0,0,21
ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",F,74162.68,0,0,16
OHR,Office of Human Resources,OHR 33 Police Stress Management,F,132297.4,0,0,N29
REC,Department of Recreation,REC 72 Business Services,M,76113.33,0,0,16
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,81531.34,211.12,0,16
FRS,Fire and Rescue Services,FRS 45 EMS Billing,F,80714.58,0,0,18
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,95498.2,0,0,24
OIG,Office of the Inspector General,OIG 06 Office of the Inspector General,M,136468.83,0,0,N28
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,63282.62,12469.77,0,15
PIO,Office of Public Information,PIO 23 Director's Office,M,119787.31,0,0,N25
CUS,Community Use of Public Facilities,CUS 70 Director,M,109350.17,0,0,N25
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,103153.97,0,0,24
